Title,url,Thumbnail url,Channel,Description
EEM TRIPLIN - JUST FRIENDS ? (OFFICIAL MUSIC VIDEO),https://www.youtube.com/watch?v=628-IEUuChI,,Eem Triplin,(Prod. Eem Triplin & Charlie Myles) Directed By: Elan Bia Edited by: Random Dochtermann Cinematography By: Nick Buckwalter Assistant Camera: Eli Leibow Gaffer: Nash White The official video...
